01/Jul/1995:00:00:59,42
01/Jul/1995:00:01:59,61
01/Jul/1995:00:02:58,57
01/Jul/1995:00:03:58,71
01/Jul/1995:00:04:59,70
01/Jul/1995:00:05:59,54
01/Jul/1995:00:06:59,52
01/Jul/1995:00:07:59,68
01/Jul/1995:00:08:59,47
01/Jul/1995:00:09:57,46
01/Jul/1995:00:10:59,51
01/Jul/1995:00:11:58,71
01/Jul/1995:00:12:57,56
01/Jul/1995:00:13:53,44
01/Jul/1995:00:14:37,20
01/Jul/1995:00:15:59,5
01/Jul/1995:00:16:58,82
01/Jul/1995:00:17:57,52
01/Jul/1995:00:18:59,63
01/Jul/1995:00:19:58,80
01/Jul/1995:00:20:58,80
01/Jul/1995:00:21:59,66
01/Jul/1995:00:22:59,58
01/Jul/1995:00:23:59,62
01/Jul/1995:00:24:59,53
01/Jul/1995:00:25:57,62
01/Jul/1995:00:26:57,74
01/Jul/1995:00:27:59,85
01/Jul/1995:00:28:59,68
01/Jul/1995:00:29:58,55
01/Jul/1995:00:30:59,65
01/Jul/1995:00:31:54,48
01/Jul/1995:00:32:59,65
01/Jul/1995:00:33:58,71
01/Jul/1995:00:34:59,77
01/Jul/1995:00:35:59,69
01/Jul/1995:00:36:59,59
01/Jul/1995:00:37:58,67
01/Jul/1995:00:38:59,87
01/Jul/1995:00:39:59,79
01/Jul/1995:00:40:59,62
01/Jul/1995:00:41:59,72
01/Jul/1995:00:42:59,67
01/Jul/1995:00:43:59,65
01/Jul/1995:00:44:59,53
01/Jul/1995:00:45:58,42
01/Jul/1995:00:46:59,50
01/Jul/1995:00:47:58,23
01/Jul/1995:00:48:59,42
01/Jul/1995:00:49:59,48
01/Jul/1995:00:50:59,57
01/Jul/1995:00:51:59,79
01/Jul/1995:00:52:59,59
01/Jul/1995:00:53:59,63
01/Jul/1995:00:54:58,55
01/Jul/1995:00:55:59,75
01/Jul/1995:00:56:59,61
01/Jul/1995:00:57:59,64
01/Jul/1995:00:58:58,50
01/Jul/1995:00:59:58,36
01/Jul/1995:01:00:55,56
01/Jul/1995:01:01:56,37
01/Jul/1995:01:02:59,49
01/Jul/1995:01:03:59,30
01/Jul/1995:01:04:58,69
01/Jul/1995:01:05:59,55
01/Jul/1995:01:06:59,60
01/Jul/1995:01:07:59,40
01/Jul/1995:01:08:58,42
01/Jul/1995:01:09:59,56
01/Jul/1995:01:10:58,59
01/Jul/1995:01:11:59,60
01/Jul/1995:01:12:59,46
01/Jul/1995:01:13:59,49
01/Jul/1995:01:14:59,42
01/Jul/1995:01:15:59,55
01/Jul/1995:01:16:59,49
01/Jul/1995:01:17:58,36
01/Jul/1995:01:18:59,45
01/Jul/1995:01:19:58,29
01/Jul/1995:01:20:58,45
01/Jul/1995:01:21:58,50
01/Jul/1995:01:22:59,57
01/Jul/1995:01:23:59,58
01/Jul/1995:01:24:59,57
01/Jul/1995:01:25:59,61
01/Jul/1995:01:26:58,44
01/Jul/1995:01:27:54,27
01/Jul/1995:01:28:57,36
01/Jul/1995:01:29:59,30
01/Jul/1995:01:30:58,54
01/Jul/1995:01:31:57,60
01/Jul/1995:01:32:59,52
01/Jul/1995:01:33:58,35
01/Jul/1995:01:34:59,33
01/Jul/1995:01:35:59,63
01/Jul/1995:01:36:59,60
01/Jul/1995:01:37:59,56
01/Jul/1995:01:38:59,50
01/Jul/1995:01:39:58,46
01/Jul/1995:01:40:59,54
01/Jul/1995:01:41:59,70
01/Jul/1995:01:42:59,61
01/Jul/1995:01:43:59,66
01/Jul/1995:01:44:59,73
01/Jul/1995:01:45:59,50
01/Jul/1995:01:46:59,33
01/Jul/1995:01:47:59,47
01/Jul/1995:01:48:58,65
01/Jul/1995:01:49:58,51
01/Jul/1995:01:50:58,39
01/Jul/1995:01:51:56,54
01/Jul/1995:01:52:56,53
01/Jul/1995:01:53:59,49
01/Jul/1995:01:54:58,51
01/Jul/1995:01:55:58,54
01/Jul/1995:01:56:58,61
01/Jul/1995:01:57:59,53
01/Jul/1995:01:58:59,36
01/Jul/1995:01:59:56,46
01/Jul/1995:02:00:57,46
01/Jul/1995:02:01:59,65
01/Jul/1995:02:02:59,50
01/Jul/1995:02:03:57,43
01/Jul/1995:02:04:59,53
01/Jul/1995:02:05:59,49
01/Jul/1995:02:06:50,23
01/Jul/1995:02:07:59,56
01/Jul/1995:02:08:56,46
01/Jul/1995:02:09:55,42
01/Jul/1995:02:10:59,44
01/Jul/1995:02:11:58,40
01/Jul/1995:02:12:59,52
01/Jul/1995:02:13:58,34
01/Jul/1995:02:14:58,54
01/Jul/1995:02:15:57,49
01/Jul/1995:02:16:59,44
01/Jul/1995:02:17:54,30
01/Jul/1995:02:18:59,12
01/Jul/1995:02:19:59,35
01/Jul/1995:02:20:52,23
01/Jul/1995:02:21:59,20
01/Jul/1995:02:22:58,33
01/Jul/1995:02:23:58,67
01/Jul/1995:02:24:59,35
01/Jul/1995:02:25:59,50
01/Jul/1995:02:26:58,46
01/Jul/1995:02:27:59,27
01/Jul/1995:02:28:59,35
01/Jul/1995:02:29:58,32
01/Jul/1995:02:30:59,27
01/Jul/1995:02:31:58,29
01/Jul/1995:02:32:58,46
01/Jul/1995:02:33:57,28
01/Jul/1995:02:34:55,24
01/Jul/1995:02:35:59,47
01/Jul/1995:02:36:59,30
01/Jul/1995:02:37:58,30
01/Jul/1995:02:38:58,34
01/Jul/1995:02:39:58,38
