01/Jul/1995:00:24:59,1411
01/Jul/1995:00:49:59,1555
01/Jul/1995:01:14:59,1349
01/Jul/1995:01:39:58,1188
01/Jul/1995:02:04:59,1323
01/Jul/1995:02:29:58,978
01/Jul/1995:02:54:59,827
01/Jul/1995:03:19:59,850
01/Jul/1995:03:44:59,675
01/Jul/1995:04:09:59,652
01/Jul/1995:04:34:57,652
01/Jul/1995:04:59:58,593
01/Jul/1995:05:24:59,478
01/Jul/1995:05:49:50,619
01/Jul/1995:06:14:59,619
01/Jul/1995:06:39:59,698
01/Jul/1995:07:04:45,543
01/Jul/1995:07:29:58,540
01/Jul/1995:07:54:55,766
01/Jul/1995:08:19:53,757
01/Jul/1995:08:44:58,895
01/Jul/1995:09:09:58,684
01/Jul/1995:09:34:49,870
01/Jul/1995:09:59:59,982
01/Jul/1995:10:24:59,1149
01/Jul/1995:10:49:58,1294
01/Jul/1995:11:14:58,1586
01/Jul/1995:11:39:57,1431
01/Jul/1995:12:04:58,1274
01/Jul/1995:12:29:59,1507
01/Jul/1995:13:00:59,1069
01/Jul/1995:13:25:58,1332
01/Jul/1995:13:50:59,1156
01/Jul/1995:14:15:58,1330
01/Jul/1995:14:40:53,1175
01/Jul/1995:15:05:58,1476
01/Jul/1995:15:30:59,1224
01/Jul/1995:15:55:58,1523
01/Jul/1995:16:20:57,1230
01/Jul/1995:16:45:59,1284
01/Jul/1995:17:10:59,1573
01/Jul/1995:17:35:57,1645
01/Jul/1995:18:00:59,1397
01/Jul/1995:18:25:59,1436
01/Jul/1995:18:50:58,1346
01/Jul/1995:19:15:59,1061
01/Jul/1995:19:40:57,1326
01/Jul/1995:20:05:57,1029
01/Jul/1995:20:30:59,1267
01/Jul/1995:20:55:57,1254
01/Jul/1995:21:20:57,1533
01/Jul/1995:21:45:59,1421
01/Jul/1995:22:10:59,1317
01/Jul/1995:22:35:52,1459
01/Jul/1995:23:00:59,1300
01/Jul/1995:23:25:59,1308
01/Jul/1995:23:50:58,1225
02/Jul/1995:00:15:53,909
02/Jul/1995:00:40:59,1311
02/Jul/1995:01:05:56,1178
02/Jul/1995:01:30:58,1014
02/Jul/1995:01:55:59,1081
02/Jul/1995:02:20:58,1056
02/Jul/1995:02:45:55,847
02/Jul/1995:03:10:56,660
02/Jul/1995:03:35:53,561
